train_accuracy,train_loss,val_accuracy,val_loss
0.09895833333333333,2.303062513547066,0.10016025641025642,2.302436629931132
0.12954727564102564,2.272874965423193,0.2116386217948718,2.1115846725610585
0.24707532051282052,2.000596712797116,0.2945713141025641,1.868942100268144
0.31079727564102566,1.8262507065748557,0.3877203525641026,1.672122122385563
0.37780448717948717,1.6686821365967774,0.441806891025641,1.54561469799433
0.4132411858974359,1.5894377876550723,0.4629407051282051,1.4792278699385815
0.4399639423076923,1.5274329631756514,0.4987980769230769,1.3865178670638647
0.47037259615384613,1.451387767608349,0.5210336538461539,1.3313029500154347
0.5029447115384615,1.3678780473195589,0.5393629807692307,1.2689171723830395
0.5324118589743589,1.2938364398785127,0.5853365384615384,1.1495548219252856
0.5584535256410257,1.2295942411972927,0.5917467948717948,1.1255508363246918
0.5819911858974359,1.163652703548089,0.6116786858974359,1.087659783088244
0.5977964743589743,1.1210719010768793,0.635917467948718,1.012599956530791
0.61484375,1.07699261536965,0.6395232371794872,1.0169505943090489
0.6294270833333333,1.0415460357299218,0.6496394230769231,0.977811350272252
0.6379407051282051,1.0076090577321175,0.6629607371794872,0.9487526760651515
0.6449919871794871,0.986420340415759,0.6799879807692307,0.9040295619231004
0.6583934294871795,0.9594638248284658,0.6865985576923077,0.8812095110233014
0.6693509615384615,0.9339294412197211,0.6776842948717948,0.9108877938527328
0.6729366987179487,0.9186267952124277,0.6762820512820513,0.9282980721730453
0.6809895833333334,0.8955523860760224,0.6930088141025641,0.8808591388739072
0.6860376602564102,0.8830931646701617,0.7118389423076923,0.818912264628288
0.6948717948717948,0.8623047652917031,0.7094350961538461,0.834589958190918
0.7001802884615385,0.849121719904435,0.7109375,0.8148289001905001
0.7063701923076923,0.8334484760577862,0.7096354166666666,0.8335321171161456
0.7117988782051282,0.8222323836424412,0.7174479166666666,0.8099807317440326
0.7158854166666667,0.809826559592516,0.7336738782051282,0.7811106393734614
0.7202323717948718,0.7962801144673274,0.7348758012820513,0.7969424525896708
0.725040064102564,0.7828279360746726,0.7415865384615384,0.753578876837706
0.7264022435897436,0.7752181818852057,0.733573717948718,0.7756885045613998
0.7324519230769231,0.7610885222752889,0.7424879807692307,0.7464341024557749
0.7387219551282052,0.7535230115438118,0.74609375,0.732361186773349
0.7401642628205128,0.7429398035391783,0.7305689102564102,0.7926131185048666
0.7452323717948718,0.7348119700566317,0.7594150641025641,0.7048965803323648
0.7469350961538461,0.7239411967687118,0.7545072115384616,0.7418331133249478
0.7511618589743589,0.715029597053161,0.7611177884615384,0.7112436290734854
0.7520833333333333,0.7094941237033942,0.7591145833333334,0.7281651806372863
0.7555288461538462,0.7031077559177692,0.7592147435897436,0.7085625498722761
0.7568509615384615,0.6961340192800913,0.7626201923076923,0.7079109904857782
0.7555889423076924,0.6910006478810922,0.7692307692307693,0.6944464112703617
0.7612780448717948,0.6843255080473729,0.7635216346153846,0.7144027764980609
0.7628405448717949,0.6779520338162398,0.7684294871794872,0.695208904452813
0.7649439102564103,0.6741323007222934,0.7716346153846154,0.6688095243313373
0.7657051282051283,0.6711057607944195,0.7776442307692307,0.6681533203675196
0.7689503205128205,0.6637412707775067,0.7623197115384616,0.7055931901320432
0.7682291666666666,0.6590000591981106,0.7638221153846154,0.7042679076011364
0.7703525641025641,0.6576537363040141,0.7745392628205128,0.6696989647088907
0.7766826923076923,0.6433421693551234,0.7774439102564102,0.664260269357608
0.7748798076923077,0.6428774388172688,0.7710336538461539,0.7082245766352384
0.777724358974359,0.6379493719492203,0.772636217948718,0.6847197531889646
0.7768028846153846,0.6371107740279955,0.780448717948718,0.6589112533972814
0.7784655448717949,0.639338276325128,0.7816506410256411,0.6597996304432551
0.7803084935897436,0.6275524928019597,0.7835536858974359,0.6553899546464285
0.7810496794871795,0.6278894224228003,0.774238782051282,0.6668637364338605
0.7814903846153847,0.622703614907387,0.7764423076923077,0.6705079334668624
0.7830328525641026,0.6173293502667011,0.7840544871794872,0.6500028536105767
0.7837339743589744,0.618829441911135,0.7783453525641025,0.6639813482761383
0.7875,0.6095060475361653,0.7886618589743589,0.6380518884995044
