train_accuracy,train_loss,val_accuracy,val_loss
0.42017227564102566,1.5685738193683134,0.5456730769230769,1.2372339428999486
0.5676282051282051,1.2003973425962986,0.6276041666666666,1.0461335082848866
0.6262219551282051,1.039883721791781,0.6668669871794872,0.9330258002647986
0.6600560897435898,0.9532695547128335,0.6903044871794872,0.8654149732528589
0.6852764423076924,0.8941151113082201,0.7112379807692307,0.82269603625322
0.6982171474358975,0.8494050132922637,0.7337740384615384,0.7728871943858954
0.7150641025641026,0.8112948654553829,0.7375801282051282,0.7465572093541806
0.7230168269230769,0.790367598258532,0.7437900641025641,0.7365536036399695
0.7360576923076924,0.7588367793040398,0.7537059294871795,0.7018399074291571
0.7395633012820513,0.7394966492286095,0.7578125,0.6902664212080148
0.7489383012820513,0.7207817109731528,0.7618189102564102,0.6905979353647965
0.7529246794871794,0.7039204569963309,0.7588141025641025,0.6870445406589752
0.7587940705128206,0.6933192141545125,0.7790464743589743,0.6545986204575269
0.7607772435897436,0.6867770307339155,0.7689302884615384,0.6641095739144546
0.7671674679487179,0.6730509632673018,0.7753405448717948,0.6559633356638443
0.7699719551282052,0.6634348059311891,0.7732371794871795,0.6569233960830249
0.770673076923077,0.6573129572165318,0.7776442307692307,0.6491907246601887
0.7743589743589744,0.6481660378284944,0.7831530448717948,0.6285235301042215
0.778485576923077,0.6454811207759075,0.7834535256410257,0.6306777562086399
0.7791065705128205,0.6343927786136285,0.7880608974358975,0.6225523073703815
0.7811698717948717,0.6272689684843405,0.788261217948718,0.6173904694807835
0.7828926282051282,0.6285275544111545,0.7833533653846154,0.630902920777981
0.7848958333333333,0.619391639263202,0.7924679487179487,0.6002028733491898
0.7861979166666667,0.6185934866850192,0.7853565705128205,0.6203377166619668
0.7882011217948718,0.6133070297730274,0.7910657051282052,0.6082935887269485
0.7896834935897435,0.6116134798679597,0.7911658653846154,0.6157624476995224
0.789823717948718,0.6092448389683014,0.7984775641025641,0.5918548496869894
0.7920472756410256,0.6056317983529507,0.7946714743589743,0.5992301385372113
0.794911858974359,0.5958382962605893,0.7915665064102564,0.6110713199163095
0.7911258012820512,0.596297180881867,0.7992788461538461,0.5843220295814368
0.7926883012820513,0.5964763171397722,0.7914663461538461,0.6021785663488584
0.7948116987179488,0.592247297290044,0.7925681089743589,0.6086961000393598
0.7961338141025641,0.5907451246793454,0.7913661858974359,0.6026390638106909
0.7952323717948718,0.5895634890366823,0.7982772435897436,0.5949875525174997
0.799979967948718,0.5791699407956539,0.7994791666666666,0.5866485807376031
0.7995192307692308,0.5808379592039646,0.8027844551282052,0.5746503693935199
0.7979366987179487,0.5834136018386253,0.7967748397435898,0.599441314354921
0.7991185897435897,0.5774089528199954,0.7918669871794872,0.6043035964935254
0.8017828525641025,0.5744562152868662,0.8050881410256411,0.576184631158144
0.8013020833333333,0.5750680011816514,0.7979767628205128,0.5923739725198501
0.8018629807692308,0.5716403244397579,0.7913661858974359,0.6084799315684881
0.8029046474358974,0.5708924078024351,0.8017828525641025,0.581294692097566
0.8041466346153846,0.5710007864695329,0.8032852564102564,0.5705213137926199
0.8021434294871795,0.5714511697108929,0.801582532051282,0.5854605627365601
0.803104967948718,0.5663938620151617,0.7940705128205128,0.6004235561077411
0.8032852564102564,0.5662811901324835,0.797676282051282,0.5891055858288056
0.801923076923077,0.5712064360960936,0.8019831730769231,0.5881546560006264
0.8055288461538461,0.5628433673045574,0.7954727564102564,0.6130182911188174
0.8019431089743589,0.5705923970693197,0.8059895833333334,0.574102412049587
0.8058493589743589,0.5578718786056225,0.8044871794871795,0.5836478368594096
0.8060496794871795,0.5601026268341602,0.8056891025641025,0.5731170475482941
0.80546875,0.5632770892137137,0.8061899038461539,0.5676177231929241
0.8061698717948718,0.5585725274605629,0.8040865384615384,0.5806992378754493
0.80546875,0.5611806191695042,0.7980769230769231,0.581341245235541
0.8087339743589743,0.5566516999250803,0.8065905448717948,0.5761300191665307
0.8063902243589743,0.5565366039673487,0.7946714743589743,0.5965803464253744
0.8063100961538462,0.5564418885952387,0.8032852564102564,0.5702671874792148
0.8075520833333333,0.5530182948479285,0.7996794871794872,0.5823107407643244
0.8096754807692308,0.5548888160632207,0.8034855769230769,0.5726580772644434
0.8103165064102564,0.5496835861450586,0.7978766025641025,0.595759813602154
0.8077724358974359,0.5527549410477662,0.8020833333333334,0.5693104828779514
0.8102564102564103,0.5446478464664557,0.7940705128205128,0.5935067064487017
0.8104567307692307,0.5501116067171097,0.8021834935897436,0.5820524635223242
0.8094951923076923,0.5479422095494393,0.7955729166666666,0.5931707467788305
0.8076923076923077,0.5501861583728057,0.8073918269230769,0.5582516338580694
0.8088942307692307,0.548982394582186,0.8065905448717948,0.5720566923801715
0.8125801282051283,0.5432658158051662,0.8000801282051282,0.5747845830061497
0.8100961538461539,0.5470218313810152,0.8048878205128205,0.5680232284924923
0.810536858974359,0.547937067808249,0.8012820512820513,0.5833308719671689
0.8119391025641025,0.5435899638212645,0.7961738782051282,0.5907384378787799
0.8129006410256411,0.5421074614310876,0.8027844551282052,0.5645473033953936
0.8107171474358974,0.5490543525952559,0.7987780448717948,0.585686675631083
0.8117988782051282,0.5434585555241658,0.8079927884615384,0.5693815755538452
0.81171875,0.54401746514516,0.8088942307692307,0.5605746977604352
0.8115985576923077,0.545742998826198,0.7998798076923077,0.5784503225332651
0.8104567307692307,0.5432971872580357,0.8027844551282052,0.5739193891103451
0.8132411858974359,0.542524429391592,0.8022836538461539,0.5716221095659794
0.8142828525641026,0.5373174242484264,0.8122996794871795,0.5641419639190038
0.8150841346153846,0.5356623555605228,0.8105969551282052,0.5557899329906855
0.8141626602564103,0.5353333288278335,0.7963741987179487,0.5941501137537833
0.8145432692307693,0.534577748637933,0.8044871794871795,0.5676773343330774
0.8123397435897436,0.5379212217453199,0.8000801282051282,0.5766275930098999
0.8126201923076923,0.5380305051039427,0.8008814102564102,0.5753152855695822
0.8137620192307692,0.5359226455291112,0.8032852564102564,0.5780970312846012
0.8142027243589743,0.5357421548702778,0.8040865384615384,0.5789131155380836
0.8143830128205128,0.5349947674916341,0.7962740384615384,0.5837619614142638
0.8168269230769231,0.5306001863418481,0.8030849358974359,0.5693221783790833
0.8150641025641026,0.5326464397020829,0.8017828525641025,0.5771278823033358
0.8159855769230769,0.5313781514381751,0.8017828525641025,0.5797437849717263
0.8154046474358975,0.5321359938535934,0.8009815705128205,0.5803987211905993
